Cage ID,Sex,Virgin,Yeast,Density,Total,Day,Event
1,F,Y,N,100,95,5,1.0
1,F,Y,N,100,95,5,1.0
1,F,Y,N,100,95,5,1.0
1,F,Y,N,100,95,5,1.0
1,F,Y,N,100,95,24,1.0
1,F,Y,N,100,95,25,1.0
1,F,Y,N,100,95,28,1.0
1,F,Y,N,100,95,36,1.0
1,F,Y,N,100,95,54,1.0
1,F,Y,N,100,95,54,1.0
1,F,Y,N,100,95,55,1.0
1,F,Y,N,100,95,55,1.0
1,F,Y,N,100,95,55,1.0
1,F,Y,N,100,95,56,1.0
1,F,Y,N,100,95,56,1.0
1,F,Y,N,100,95,57,1.0
1,F,Y,N,100,95,57,1.0
1,F,Y,N,100,95,57,1.0
1,F,Y,N,100,95,57,1.0
1,F,Y,N,100,95,58,1.0
1,F,Y,N,100,95,58,1.0
1,F,Y,N,100,95,58,1.0
1,F,Y,N,100,95,59,1.0
1,F,Y,N,100,95,59,1.0
1,F,Y,N,100,95,59,1.0
1,F,Y,N,100,95,60,1.0
1,F,Y,N,100,95,60,1.0
1,F,Y,N,100,95,61,1.0
1,F,Y,N,100,95,61,1.0
1,F,Y,N,100,95,61,1.0
1,F,Y,N,100,95,62,1.0
1,F,Y,N,100,95,62,1.0
1,F,Y,N,100,95,63,1.0
1,F,Y,N,100,95,63,1.0
1,F,Y,N,100,95,63,1.0
1,F,Y,N,100,95,64,1.0
1,F,Y,N,100,95,64,1.0
1,F,Y,N,100,95,64,1.0
1,F,Y,N,100,95,64,1.0
1,F,Y,N,100,95,64,1.0
1,F,Y,N,100,95,64,1.0
1,F,Y,N,100,95,64,1.0
1,F,Y,N,100,95,64,1.0
1,F,Y,N,100,95,64,1.0
1,F,Y,N,100,95,65,1.0
1,F,Y,N,100,95,65,1.0
1,F,Y,N,100,95,65,1.0
1,F,Y,N,100,95,65,1.0
1,F,Y,N,100,95,65,1.0
1,F,Y,N,100,95,65,1.0
1,F,Y,N,100,95,66,1.0
1,F,Y,N,100,95,66,1.0
1,F,Y,N,100,95,66,1.0
1,F,Y,N,100,95,66,1.0
1,F,Y,N,100,95,66,1.0
1,F,Y,N,100,95,66,1.0
1,F,Y,N,100,95,66,1.0
1,F,Y,N,100,95,66,1.0
1,F,Y,N,100,95,67,1.0
1,F,Y,N,100,95,67,1.0
1,F,Y,N,100,95,67,1.0
1,F,Y,N,100,95,67,1.0
1,F,Y,N,100,95,67,1.0
1,F,Y,N,100,95,68,1.0
1,F,Y,N,100,95,68,1.0
1,F,Y,N,100,95,68,1.0
1,F,Y,N,100,95,69,1.0
1,F,Y,N,100,95,69,1.0
1,F,Y,N,100,95,69,1.0
1,F,Y,N,100,95,70,1.0
1,F,Y,N,100,95,70,1.0
1,F,Y,N,100,95,70,1.0
1,F,Y,N,100,95,70,1.0
1,F,Y,N,100,95,70,1.0
1,F,Y,N,100,95,71,1.0
1,F,Y,N,100,95,71,1.0
1,F,Y,N,100,95,71,1.0
1,F,Y,N,100,95,71,1.0
1,F,Y,N,100,95,71,1.0
1,F,Y,N,100,95,72,1.0
1,F,Y,N,100,95,72,1.0
1,F,Y,N,100,95,73,1.0
1,F,Y,N,100,95,73,1.0
1,F,Y,N,100,95,73,1.0
1,F,Y,N,100,95,74,1.0
1,F,Y,N,100,95,75,1.0
1,F,Y,N,100,95,75,1.0
1,F,Y,N,100,95,75,1.0
1,F,Y,N,100,95,75,1.0
1,F,Y,N,100,95,77,1.0
1,F,Y,N,100,95,78,1.0
1,F,Y,N,100,95,79,1.0
1,F,Y,N,100,95,79,1.0
1,F,Y,N,100,95,80,1.0
1,F,Y,N,100,95,83,1.0
2,F,Y,N,100,95,5,1.0
2,F,Y,N,100,95,8,1.0
2,F,Y,N,100,95,37,1.0
2,F,Y,N,100,95,49,1.0
2,F,Y,N,100,95,50,1.0
2,F,Y,N,100,95,53,1.0
2,F,Y,N,100,95,54,1.0
2,F,Y,N,100,95,57,1.0
2,F,Y,N,100,95,57,1.0
2,F,Y,N,100,95,57,1.0
2,F,Y,N,100,95,57,1.0
2,F,Y,N,100,95,57,1.0
2,F,Y,N,100,95,58,1.0
2,F,Y,N,100,95,58,1.0
2,F,Y,N,100,95,59,1.0
2,F,Y,N,100,95,59,1.0
2,F,Y,N,100,95,59,1.0
2,F,Y,N,100,95,59,1.0
2,F,Y,N,100,95,59,1.0
2,F,Y,N,100,95,59,1.0
2,F,Y,N,100,95,59,1.0
2,F,Y,N,100,95,59,1.0
2,F,Y,N,100,95,59,1.0
2,F,Y,N,100,95,59,1.0
2,F,Y,N,100,95,60,1.0
2,F,Y,N,100,95,60,1.0
2,F,Y,N,100,95,60,1.0
2,F,Y,N,100,95,61,1.0
2,F,Y,N,100,95,61,1.0
2,F,Y,N,100,95,62,1.0
2,F,Y,N,100,95,62,1.0
2,F,Y,N,100,95,63,1.0
2,F,Y,N,100,95,63,1.0
2,F,Y,N,100,95,63,1.0
2,F,Y,N,100,95,63,1.0
2,F,Y,N,100,95,63,1.0
2,F,Y,N,100,95,64,1.0
2,F,Y,N,100,95,64,1.0
2,F,Y,N,100,95,64,1.0
2,F,Y,N,100,95,64,1.0
2,F,Y,N,100,95,64,1.0
2,F,Y,N,100,95,64,1.0
2,F,Y,N,100,95,64,1.0
2,F,Y,N,100,95,64,1.0
2,F,Y,N,100,95,65,1.0
2,F,Y,N,100,95,65,1.0
2,F,Y,N,100,95,66,1.0
2,F,Y,N,100,95,66,1.0
2,F,Y,N,100,95,66,1.0
2,F,Y,N,100,95,66,1.0
2,F,Y,N,100,95,66,1.0
2,F,Y,N,100,95,66,1.0
2,F,Y,N,100,95,66,1.0
2,F,Y,N,100,95,67,1.0
2,F,Y,N,100,95,67,1.0
2,F,Y,N,100,95,67,1.0
2,F,Y,N,100,95,67,1.0
2,F,Y,N,100,95,67,1.0
2,F,Y,N,100,95,67,1.0
2,F,Y,N,100,95,67,1.0
2,F,Y,N,100,95,68,1.0
2,F,Y,N,100,95,68,1.0
2,F,Y,N,100,95,68,1.0
2,F,Y,N,100,95,69,1.0
2,F,Y,N,100,95,69,1.0
2,F,Y,N,100,95,69,1.0
2,F,Y,N,100,95,69,1.0
2,F,Y,N,100,95,69,1.0
2,F,Y,N,100,95,69,1.0
2,F,Y,N,100,95,69,1.0
2,F,Y,N,100,95,69,1.0
2,F,Y,N,100,95,70,1.0
2,F,Y,N,100,95,70,1.0
2,F,Y,N,100,95,70,1.0
2,F,Y,N,100,95,70,1.0
2,F,Y,N,100,95,70,1.0
2,F,Y,N,100,95,70,1.0
2,F,Y,N,100,95,70,1.0
2,F,Y,N,100,95,70,1.0
2,F,Y,N,100,95,71,1.0
2,F,Y,N,100,95,71,1.0
2,F,Y,N,100,95,72,1.0
2,F,Y,N,100,95,72,1.0
2,F,Y,N,100,95,72,1.0
2,F,Y,N,100,95,73,1.0
2,F,Y,N,100,95,73,1.0
2,F,Y,N,100,95,73,1.0
2,F,Y,N,100,95,73,1.0
2,F,Y,N,100,95,74,1.0
2,F,Y,N,100,95,74,1.0
2,F,Y,N,100,95,75,1.0
2,F,Y,N,100,95,75,1.0
2,F,Y,N,100,95,76,1.0
2,F,Y,N,100,95,79,1.0
2,F,Y,N,100,95,80,1.0
3,F,Y,N,100,96,27,1.0
3,F,Y,N,100,96,31,1.0
3,F,Y,N,100,96,32,1.0
3,F,Y,N,100,96,43,1.0
3,F,Y,N,100,96,47,1.0
3,F,Y,N,100,96,48,1.0
3,F,Y,N,100,96,50,1.0
3,F,Y,N,100,96,55,1.0
3,F,Y,N,100,96,56,1.0
3,F,Y,N,100,96,57,1.0
3,F,Y,N,100,96,57,1.0
3,F,Y,N,100,96,57,1.0
3,F,Y,N,100,96,57,1.0
3,F,Y,N,100,96,58,1.0
3,F,Y,N,100,96,58,1.0
3,F,Y,N,100,96,59,1.0
3,F,Y,N,100,96,59,1.0
3,F,Y,N,100,96,60,1.0
3,F,Y,N,100,96,60,1.0
3,F,Y,N,100,96,60,1.0
3,F,Y,N,100,96,61,1.0
3,F,Y,N,100,96,61,1.0
3,F,Y,N,100,96,61,1.0
3,F,Y,N,100,96,61,1.0
3,F,Y,N,100,96,61,1.0
3,F,Y,N,100,96,62,1.0
3,F,Y,N,100,96,62,1.0
3,F,Y,N,100,96,62,1.0
3,F,Y,N,100,96,62,1.0
3,F,Y,N,100,96,62,1.0
3,F,Y,N,100,96,62,1.0
3,F,Y,N,100,96,63,1.0
3,F,Y,N,100,96,63,1.0
3,F,Y,N,100,96,63,1.0
3,F,Y,N,100,96,63,1.0
3,F,Y,N,100,96,63,1.0
3,F,Y,N,100,96,63,1.0
3,F,Y,N,100,96,64,1.0
3,F,Y,N,100,96,64,1.0
3,F,Y,N,100,96,64,1.0
3,F,Y,N,100,96,64,1.0
3,F,Y,N,100,96,64,1.0
3,F,Y,N,100,96,64,1.0
3,F,Y,N,100,96,64,1.0
3,F,Y,N,100,96,64,1.0
3,F,Y,N,100,96,64,1.0
3,F,Y,N,100,96,64,1.0
3,F,Y,N,100,96,64,1.0
3,F,Y,N,100,96,65,1.0
3,F,Y,N,100,96,65,1.0
3,F,Y,N,100,96,65,1.0
3,F,Y,N,100,96,65,1.0
3,F,Y,N,100,96,65,1.0
3,F,Y,N,100,96,65,1.0
3,F,Y,N,100,96,65,1.0
3,F,Y,N,100,96,66,1.0
3,F,Y,N,100,96,66,1.0
3,F,Y,N,100,96,66,1.0
3,F,Y,N,100,96,66,1.0
3,F,Y,N,100,96,66,1.0
3,F,Y,N,100,96,66,1.0
3,F,Y,N,100,96,66,1.0
3,F,Y,N,100,96,67,1.0
3,F,Y,N,100,96,67,1.0
3,F,Y,N,100,96,67,1.0
3,F,Y,N,100,96,68,1.0
3,F,Y,N,100,96,68,1.0
3,F,Y,N,100,96,68,1.0
3,F,Y,N,100,96,69,1.0
3,F,Y,N,100,96,69,1.0
3,F,Y,N,100,96,69,1.0
3,F,Y,N,100,96,70,1.0
3,F,Y,N,100,96,70,1.0
3,F,Y,N,100,96,70,1.0
3,F,Y,N,100,96,70,1.0
3,F,Y,N,100,96,70,1.0
3,F,Y,N,100,96,71,1.0
3,F,Y,N,100,96,71,1.0
3,F,Y,N,100,96,72,1.0
3,F,Y,N,100,96,72,1.0
3,F,Y,N,100,96,72,1.0
3,F,Y,N,100,96,72,1.0
3,F,Y,N,100,96,73,1.0
3,F,Y,N,100,96,73,1.0
3,F,Y,N,100,96,73,1.0
3,F,Y,N,100,96,73,1.0
3,F,Y,N,100,96,73,1.0
3,F,Y,N,100,96,74,1.0
3,F,Y,N,100,96,75,1.0
3,F,Y,N,100,96,75,1.0
3,F,Y,N,100,96,75,1.0
3,F,Y,N,100,96,76,1.0
3,F,Y,N,100,96,76,1.0
3,F,Y,N,100,96,77,1.0
3,F,Y,N,100,96,77,1.0
3,F,Y,N,100,96,79,1.0
4,F,Y,N,100,92,14,1.0
4,F,Y,N,100,92,54,1.0
4,F,Y,N,100,92,55,1.0
4,F,Y,N,100,92,55,1.0
4,F,Y,N,100,92,55,1.0
4,F,Y,N,100,92,55,1.0
4,F,Y,N,100,92,56,1.0
4,F,Y,N,100,92,56,1.0
4,F,Y,N,100,92,57,1.0
4,F,Y,N,100,92,57,1.0
4,F,Y,N,100,92,57,1.0
4,F,Y,N,100,92,57,1.0
4,F,Y,N,100,92,57,1.0
4,F,Y,N,100,92,58,1.0
4,F,Y,N,100,92,58,1.0
4,F,Y,N,100,92,59,1.0
4,F,Y,N,100,92,59,1.0
4,F,Y,N,100,92,59,1.0
4,F,Y,N,100,92,59,1.0
4,F,Y,N,100,92,59,1.0
4,F,Y,N,100,92,59,1.0
4,F,Y,N,100,92,59,1.0
4,F,Y,N,100,92,59,1.0
4,F,Y,N,100,92,60,1.0
4,F,Y,N,100,92,60,1.0
4,F,Y,N,100,92,60,1.0
4,F,Y,N,100,92,60,1.0
4,F,Y,N,100,92,60,1.0
4,F,Y,N,100,92,61,1.0
4,F,Y,N,100,92,61,1.0
4,F,Y,N,100,92,61,1.0
4,F,Y,N,100,92,61,1.0
4,F,Y,N,100,92,61,1.0
4,F,Y,N,100,92,62,1.0
4,F,Y,N,100,92,62,1.0
4,F,Y,N,100,92,62,1.0
4,F,Y,N,100,92,62,1.0
4,F,Y,N,100,92,62,1.0
4,F,Y,N,100,92,62,1.0
4,F,Y,N,100,92,62,1.0
4,F,Y,N,100,92,62,1.0
4,F,Y,N,100,92,62,1.0
4,F,Y,N,100,92,63,1.0
4,F,Y,N,100,92,63,1.0
4,F,Y,N,100,92,63,1.0
4,F,Y,N,100,92,63,1.0
4,F,Y,N,100,92,63,1.0
4,F,Y,N,100,92,63,1.0
4,F,Y,N,100,92,63,1.0
4,F,Y,N,100,92,63,1.0
4,F,Y,N,100,92,63,1.0
4,F,Y,N,100,92,63,1.0
4,F,Y,N,100,92,64,1.0
4,F,Y,N,100,92,64,1.0
4,F,Y,N,100,92,64,1.0
4,F,Y,N,100,92,64,1.0
4,F,Y,N,100,92,64,1.0
4,F,Y,N,100,92,64,1.0
4,F,Y,N,100,92,64,1.0
4,F,Y,N,100,92,64,1.0
4,F,Y,N,100,92,64,1.0
4,F,Y,N,100,92,65,1.0
4,F,Y,N,100,92,66,1.0
4,F,Y,N,100,92,66,1.0
4,F,Y,N,100,92,66,1.0
4,F,Y,N,100,92,66,1.0
4,F,Y,N,100,92,66,1.0
4,F,Y,N,100,92,66,1.0
4,F,Y,N,100,92,66,1.0
4,F,Y,N,100,92,66,1.0
4,F,Y,N,100,92,67,1.0
4,F,Y,N,100,92,67,1.0
4,F,Y,N,100,92,67,1.0
4,F,Y,N,100,92,67,1.0
4,F,Y,N,100,92,67,1.0
4,F,Y,N,100,92,67,1.0
4,F,Y,N,100,92,68,1.0
4,F,Y,N,100,92,68,1.0
4,F,Y,N,100,92,69,1.0
4,F,Y,N,100,92,69,1.0
4,F,Y,N,100,92,70,1.0
4,F,Y,N,100,92,70,1.0
4,F,Y,N,100,92,70,1.0
4,F,Y,N,100,92,70,1.0
4,F,Y,N,100,92,70,1.0
4,F,Y,N,100,92,71,1.0
4,F,Y,N,100,92,71,1.0
4,F,Y,N,100,92,73,1.0
4,F,Y,N,100,92,73,1.0
4,F,Y,N,100,92,75,1.0
4,F,Y,N,100,92,77,1.0
4,F,Y,N,100,92,80,1.0
1,M,Y,N,100,89,17,1.0
1,M,Y,N,100,89,29,1.0
1,M,Y,N,100,89,29,1.0
1,M,Y,N,100,89,32,1.0
1,M,Y,N,100,89,32,1.0
1,M,Y,N,100,89,32,1.0
1,M,Y,N,100,89,32,1.0
1,M,Y,N,100,89,42,1.0
1,M,Y,N,100,89,43,1.0
1,M,Y,N,100,89,44,1.0
1,M,Y,N,100,89,44,1.0
1,M,Y,N,100,89,44,1.0
1,M,Y,N,100,89,45,1.0
1,M,Y,N,100,89,45,1.0
1,M,Y,N,100,89,45,1.0
1,M,Y,N,100,89,45,1.0
1,M,Y,N,100,89,46,1.0
1,M,Y,N,100,89,46,1.0
1,M,Y,N,100,89,46,1.0
1,M,Y,N,100,89,47,1.0
1,M,Y,N,100,89,47,1.0
1,M,Y,N,100,89,49,1.0
1,M,Y,N,100,89,49,1.0
1,M,Y,N,100,89,49,1.0
1,M,Y,N,100,89,49,1.0
1,M,Y,N,100,89,50,1.0
1,M,Y,N,100,89,50,1.0
1,M,Y,N,100,89,51,1.0
1,M,Y,N,100,89,51,1.0
1,M,Y,N,100,89,51,1.0
1,M,Y,N,100,89,52,1.0
1,M,Y,N,100,89,52,1.0
1,M,Y,N,100,89,52,1.0
1,M,Y,N,100,89,52,1.0
1,M,Y,N,100,89,52,1.0
1,M,Y,N,100,89,53,1.0
1,M,Y,N,100,89,53,1.0
1,M,Y,N,100,89,53,1.0
1,M,Y,N,100,89,53,1.0
1,M,Y,N,100,89,53,1.0
1,M,Y,N,100,89,54,1.0
1,M,Y,N,100,89,54,1.0
1,M,Y,N,100,89,54,1.0
1,M,Y,N,100,89,54,1.0
1,M,Y,N,100,89,54,1.0
1,M,Y,N,100,89,54,1.0
1,M,Y,N,100,89,54,1.0
1,M,Y,N,100,89,54,1.0
1,M,Y,N,100,89,54,1.0
1,M,Y,N,100,89,54,1.0
1,M,Y,N,100,89,54,1.0
1,M,Y,N,100,89,54,1.0
1,M,Y,N,100,89,55,1.0
1,M,Y,N,100,89,55,1.0
1,M,Y,N,100,89,55,1.0
1,M,Y,N,100,89,56,1.0
1,M,Y,N,100,89,56,1.0
1,M,Y,N,100,89,56,1.0
1,M,Y,N,100,89,56,1.0
1,M,Y,N,100,89,57,1.0
1,M,Y,N,100,89,58,1.0
1,M,Y,N,100,89,58,1.0
1,M,Y,N,100,89,58,1.0
1,M,Y,N,100,89,59,1.0
1,M,Y,N,100,89,59,1.0
1,M,Y,N,100,89,60,1.0
1,M,Y,N,100,89,60,1.0
1,M,Y,N,100,89,61,1.0
1,M,Y,N,100,89,61,1.0
1,M,Y,N,100,89,62,1.0
1,M,Y,N,100,89,62,1.0
1,M,Y,N,100,89,62,1.0
1,M,Y,N,100,89,62,1.0
1,M,Y,N,100,89,63,1.0
1,M,Y,N,100,89,63,1.0
1,M,Y,N,100,89,63,1.0
1,M,Y,N,100,89,63,1.0
1,M,Y,N,100,89,64,1.0
1,M,Y,N,100,89,64,1.0
1,M,Y,N,100,89,64,1.0
1,M,Y,N,100,89,65,1.0
1,M,Y,N,100,89,66,1.0
1,M,Y,N,100,89,66,1.0
1,M,Y,N,100,89,66,1.0
1,M,Y,N,100,89,68,1.0
1,M,Y,N,100,89,71,1.0
1,M,Y,N,100,89,71,1.0
1,M,Y,N,100,89,73,1.0
1,M,Y,N,100,89,74,1.0
2,M,Y,N,100,81,13,1.0
2,M,Y,N,100,81,28,1.0
2,M,Y,N,100,81,31,1.0
2,M,Y,N,100,81,31,1.0
2,M,Y,N,100,81,32,1.0
2,M,Y,N,100,81,32,1.0
2,M,Y,N,100,81,34,1.0
2,M,Y,N,100,81,35,1.0
2,M,Y,N,100,81,36,1.0
2,M,Y,N,100,81,36,1.0
2,M,Y,N,100,81,36,1.0
2,M,Y,N,100,81,37,1.0
2,M,Y,N,100,81,37,1.0
2,M,Y,N,100,81,37,1.0
2,M,Y,N,100,81,38,1.0
2,M,Y,N,100,81,39,1.0
2,M,Y,N,100,81,39,1.0
2,M,Y,N,100,81,39,1.0
2,M,Y,N,100,81,39,1.0
2,M,Y,N,100,81,39,1.0
2,M,Y,N,100,81,39,1.0
2,M,Y,N,100,81,40,1.0
2,M,Y,N,100,81,41,1.0
2,M,Y,N,100,81,41,1.0
2,M,Y,N,100,81,41,1.0
2,M,Y,N,100,81,41,1.0
2,M,Y,N,100,81,41,1.0
2,M,Y,N,100,81,42,1.0
2,M,Y,N,100,81,43,1.0
2,M,Y,N,100,81,43,1.0
2,M,Y,N,100,81,43,1.0
2,M,Y,N,100,81,43,1.0
2,M,Y,N,100,81,43,1.0
2,M,Y,N,100,81,43,1.0
2,M,Y,N,100,81,44,1.0
2,M,Y,N,100,81,44,1.0
2,M,Y,N,100,81,44,1.0
2,M,Y,N,100,81,44,1.0
2,M,Y,N,100,81,45,1.0
2,M,Y,N,100,81,45,1.0
2,M,Y,N,100,81,45,1.0
2,M,Y,N,100,81,46,1.0
2,M,Y,N,100,81,47,1.0
2,M,Y,N,100,81,47,1.0
2,M,Y,N,100,81,48,1.0
2,M,Y,N,100,81,48,1.0
2,M,Y,N,100,81,48,1.0
2,M,Y,N,100,81,48,1.0
2,M,Y,N,100,81,48,1.0
2,M,Y,N,100,81,49,1.0
2,M,Y,N,100,81,49,1.0
2,M,Y,N,100,81,49,1.0
2,M,Y,N,100,81,50,1.0
2,M,Y,N,100,81,50,1.0
2,M,Y,N,100,81,51,1.0
2,M,Y,N,100,81,51,1.0
2,M,Y,N,100,81,51,1.0
2,M,Y,N,100,81,51,1.0
2,M,Y,N,100,81,51,1.0
2,M,Y,N,100,81,52,1.0
2,M,Y,N,100,81,52,1.0
2,M,Y,N,100,81,52,1.0
2,M,Y,N,100,81,53,1.0
2,M,Y,N,100,81,54,1.0
2,M,Y,N,100,81,54,1.0
2,M,Y,N,100,81,55,1.0
2,M,Y,N,100,81,55,1.0
2,M,Y,N,100,81,56,1.0
2,M,Y,N,100,81,56,1.0
2,M,Y,N,100,81,56,1.0
2,M,Y,N,100,81,57,1.0
2,M,Y,N,100,81,58,1.0
2,M,Y,N,100,81,61,1.0
2,M,Y,N,100,81,63,1.0
2,M,Y,N,100,81,64,1.0
2,M,Y,N,100,81,64,1.0
2,M,Y,N,100,81,68,1.0
2,M,Y,N,100,81,69,1.0
2,M,Y,N,100,81,70,1.0
2,M,Y,N,100,81,70,1.0
2,M,Y,N,100,81,101,1.0
3,M,Y,N,100,90,17,1.0
3,M,Y,N,100,90,32,1.0
3,M,Y,N,100,90,33,1.0
3,M,Y,N,100,90,33,1.0
3,M,Y,N,100,90,34,1.0
3,M,Y,N,100,90,36,1.0
3,M,Y,N,100,90,37,1.0
3,M,Y,N,100,90,39,1.0
3,M,Y,N,100,90,39,1.0
3,M,Y,N,100,90,40,1.0
3,M,Y,N,100,90,41,1.0
3,M,Y,N,100,90,42,1.0
3,M,Y,N,100,90,43,1.0
3,M,Y,N,100,90,43,1.0
3,M,Y,N,100,90,43,1.0
3,M,Y,N,100,90,44,1.0
3,M,Y,N,100,90,44,1.0
3,M,Y,N,100,90,44,1.0
3,M,Y,N,100,90,44,1.0
3,M,Y,N,100,90,45,1.0
3,M,Y,N,100,90,45,1.0
3,M,Y,N,100,90,45,1.0
3,M,Y,N,100,90,45,1.0
3,M,Y,N,100,90,45,1.0
3,M,Y,N,100,90,45,1.0
3,M,Y,N,100,90,46,1.0
3,M,Y,N,100,90,46,1.0
3,M,Y,N,100,90,47,1.0
3,M,Y,N,100,90,47,1.0
3,M,Y,N,100,90,47,1.0
3,M,Y,N,100,90,47,1.0
3,M,Y,N,100,90,48,1.0
3,M,Y,N,100,90,48,1.0
3,M,Y,N,100,90,48,1.0
